2024-07-22 12:56:18 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-07-22 12:56:18 0 [Note] InnoDB: Uses event mutexes
2024-07-22 12:56:18 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-07-22 12:56:18 0 [Note] InnoDB: Number of pools: 1
2024-07-22 12:56:18 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=433] with future log sequence number 363768258
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 363788212
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=191, page number=321] with future log sequence number 363788234
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=311] with future log sequence number 363788212
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 363788010
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 363787790
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=498] with future log sequence number 363788010
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 363787971
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=191, page number=5] with future log sequence number 363787404
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=191, page number=6] with future log sequence number 363787376
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=191, page number=3] with future log sequence number 363787256
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=191, page number=205] with future log sequence number 363787497
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=301] with future log sequence number 363787971
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=510] with future log sequence number 363787071
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 363787032
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 363785197
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 363785158
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 363785119
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 363785080
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 363785041
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 363785002
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 363784963
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=47] with future log sequence number 363784924
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=46] with future log sequence number 363784885
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=6] with future log sequence number 363784846
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 363785697
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=289] with future log sequence number 363785433
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 363818617
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=191, page number=321] with future log sequence number 363818639
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=461] with future log sequence number 363818617
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 363818394
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 363819414
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 363820124
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 363819870
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=452] with future log sequence number 363819870
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 363819826
2024-07-22 13:04:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 363819826
